Ship Mode,Segment,City,State,Region,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
Standard Class,Corporate,New York City,New York,East,Chairs,Novimex Turbo Task Chair,127.764,2,0.1,2.8392
Standard Class,Consumer,Roseville,California,West,Furnishings,DAX Cubicle Frames - 8x10,17.31,3,0.0,5.193
Standard Class,Consumer,Philadelphia,Pennsylvania,East,Furnishings,"6"" Cubicle Wall Clock, Black",58.248,8,0.2,11.6496
Standard Class,Consumer,Philadelphia,Pennsylvania,East,Chairs,"Global Task Chair, Black",71.246,2,0.3,-19.3382
Standard Class,Consumer,Philadelphia,Pennsylvania,East,Chairs,Global Comet Stacking Arm Chair,887.271,3,0.3,-63.3765
Standard Class,Consumer,Chicago,Illinois,Central,Furnishings,36X48 HARDFLOOR CHAIRMAT,25.176,3,0.6,-33.3582
Standard Class,Consumer,Chicago,Illinois,Central,Furnishings,G.E. Halogen Desk Lamp Bulbs,10.02,2,0.6,-1.6752
Second Class,Consumer,New York City,New York,East,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",14.91,3,0.0,4.6221
First Class,Corporate,Los Angeles,California,West,Tables,Chromcraft Rectangular Conference Tables,189.576,1,0.2,9.4788
Standard Class,Consumer,Los Angeles,California,West,Chairs,Hon GuestStacker Chair,725.344,4,0.2,54.4008
Second Class,Home Office,Detroit,Michigan,Central,Furnishings,Westinghouse Clip-On Gooseneck Lamps,75.33,8,0.0,19.5858
First Class,Home Office,Brownsville,Texas,Central,Chairs,"Global Stack Chair without Arms, Black",127.302,7,0.3,-9.093
Second Class,Consumer,Louisville,Kentucky,South,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,1207.84,8,0.0,190.4298
Second Class,Consumer,Louisville,Kentucky,South,Chairs,"Global Leather and Oak Executive Chair, Black",300.98,1,0.0,87.2842
Second Class,Consumer,Louisville,Kentucky,South,Chairs,Harbour Creations Steel Folding Chair,258.75,3,0.0,77.625
Standard Class,Corporate,Newark,Delaware,East,Bookcases,"Bush Cubix Collection Bookcases, Fully Assembled",441.96,2,0.0,101.6508
Standard Class,Corporate,Los Angeles,California,West,Chairs,GuestStacker Chair with Chrome Finish Legs,892.224,3,0.2,89.2224
First Class,Corporate,San Francisco,California,West,Chairs,Global Comet Stacking Arm Chair,1317.492,4,0.2,84.502
Standard Class,Corporate,Marion,Ohio,East,Tables,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",1317.492,8,0.4,-153.3456
Second Class,Consumer,Las Vegas,Nevada,West,Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",80.96,4,0.0,29.1456
Same Day,Home Office,Los Angeles,California,West,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",187.76,4,0.0,76.9816
Standard Class,Consumer,Huntsville,Texas,Central,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",76.728,3,0.6,-53.7096
Standard Class,Corporate,Bossier City,Louisiana,South,Furnishings,Tenex Chairmats For Use with Hard Floors,129.92,4,0.0,10.3936
Second Class,Home Office,Everett,Massachusetts,East,Bookcases,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",170.98,1,0.0,32.4862
Second Class,Home Office,Everett,Massachusetts,East,Furnishings,"Tensor ""Hersey Kiss"" Styled Floor Lamp",38.97,3,0.0,4.6764
Second Class,Home Office,Everett,Massachusetts,East,Tables,Hon Non-Folding Utility Tables,446.068,4,0.3,0.0
Standard Class,Home Office,Providence,Rhode Island,East,Bookcases,Sauder Inglewood Library Bookcases,341.96,2,0.0,78.6508
Standard Class,Home Office,Providence,Rhode Island,East,Chairs,"Global Fabric Manager's Chair, Dark Gray",605.88,6,0.0,151.47
Standard Class,Corporate,Jackson,Michigan,Central,Tables,Chromcraft Round Conference Tables,1317.492,8,0.0,190.4298
First Class,Corporate,Suffolk,Virginia,South,Tables,Hon 5100 Series Wood Tables,872.94,3,0.0,157.1292
Same Day,Consumer,Seattle,Washington,West,Chairs,"Global Stack Chair with Arms, Black",167.888,7,0.2,14.6902
Standard Class,Home Office,Lawrence,Massachusetts,East,Tables,Bretford Rectangular Conference Table Tops,526.582,2,0.3,-52.6582
Standard Class,Consumer,Detroit,Michigan,Central,Tables,Hon 4060 Series Tables,447.84,4,0.0,98.5248
Second Class,Consumer,Fayetteville,North Carolina,South,Furnishings,"Computer Room Manger, 14""",77.952,3,0.2,15.5904
Standard Class,Corporate,Austin,Texas,Central,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,179.886,1,0.3,-2.5698
Standard Class,Home Office,Seattle,Washington,West,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",291.136,4,0.2,-25.4744
Standard Class,Consumer,Arlington,Virginia,South,Furnishings,"Seth Thomas 8 1/2"" Cubicle Clock",60.84,3,0.0,19.4688
First Class,Corporate,Jacksonville,North Carolina,South,Furnishings,Dana Swing-Arm Lamps,17.088,2,0.2,1.068
Second Class,Corporate,Buffalo,New York,East,Furnishings,"Deflect-o EconoMat Nonstudded, No Bevel Mat",154.95,3,0.0,30.99
Same Day,Corporate,Columbia,Maryland,East,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,1317.492,5,0.0,190.4298
Second Class,Corporate,Charlotte,North Carolina,South,Tables,BPI Conference Tables,876.3,8,0.4,-153.3456
First Class,Consumer,Chicago,Illinois,Central,Furnishings,Flat Face Poster Frame,22.608,3,0.6,-10.1736
First Class,Corporate,New York City,New York,East,Chairs,Global Deluxe Steno Chair,207.846,3,0.1,2.3094
Second Class,Consumer,Fresno,California,West,Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",40.48,2,0.0,14.5728
First Class,Consumer,Clinton,Maryland,East,Tables,Bevis Boat-Shaped Conference Table,550.431,3,0.3,-47.1798
First Class,Consumer,Clinton,Maryland,East,Furnishings,Regeneration Desk Collection,10.56,6,0.0,4.6464
First Class,Home Office,Los Angeles,California,West,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",1317.492,2,0.15,140.9568
Standard Class,Corporate,Los Angeles,California,West,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",232.88,5,0.2,17.466
Standard Class,Corporate,Rome,New York,East,Chairs,"Global Fabric Manager's Chair, Dark Gray",90.882,1,0.1,15.147
Standard Class,Corporate,San Diego,California,West,Chairs,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,63.936,3,0.2,6.3936
Second Class,Consumer,Los Angeles,California,West,Tables,"Iceberg OfficeWorks 42"" Round Tables",241.568,2,0.2,-15.098
Standard Class,Corporate,Seattle,Washington,West,Chairs,Global Super Steno Chair,307.136,4,0.2,-11.5176
Standard Class,Consumer,Des Moines,Iowa,Central,Tables,Hon 94000 Series Round Tables,1184.72,4,0.0,106.6248
Standard Class,Consumer,Pharr,Texas,Central,Tables,Hon 61000 Series Interactive Training Tables,124.404,4,0.3,-21.3264
Standard Class,Consumer,Houston,Texas,Central,Furnishings,DAX Two-Tone Silver Metal Document Frame,16.192,2,0.6,-6.8816
Second Class,Consumer,Mesa,Arizona,West,Chairs,SAFCO Arco Folding Chair,441.92,2,0.2,49.716
Second Class,Consumer,Mesa,Arizona,West,Bookcases,"Hon Metal Bookcases, Black",127.764,6,0.6,-153.3456
Standard Class,Home Office,Lake Forest,California,West,Chairs,Global Deluxe High-Back Manager's Chair,915.136,4,0.2,102.9528
Second Class,Home Office,Aurora,Illinois,Central,Furnishings,"Tenex Chairmat w/ Average Lip, 45"" x 53""",242.176,4,0.6,-153.3456
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Tables,Global Adaptabilities Conference Tables,337.176,2,0.4,-118.0116
Second Class,Consumer,Thornton,Colorado,West,Furnishings,Staple-based wall hangings,23.376,3,0.2,7.0128
Second Class,Consumer,Thornton,Colorado,West,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",16.72,5,0.2,3.344
Second Class,Consumer,Thornton,Colorado,West,Furnishings,DAX Two-Tone Silver Metal Document Frame,16.192,1,0.2,4.6552
Standard Class,Consumer,Fayetteville,Arkansas,South,Furnishings,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",343.85,5,0.0,137.54
Standard Class,Consumer,Memphis,Tennessee,South,Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,31.984,1,0.2,0.0
Standard Class,Consumer,Memphis,Tennessee,South,Chairs,Hon Olson Stacker Chairs,423.648,2,0.2,47.6604
Standard Class,Consumer,Morgan Hill,California,West,Tables,Hon 4060 Series Tables,268.704,3,0.2,6.7176
Standard Class,Consumer,Morgan Hill,California,West,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,205.666,2,0.15,-12.098
Second Class,Consumer,Saint Charles,Illinois,Central,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",30.344,2,0.6,-31.8612
Standard Class,Home Office,Philadelphia,Pennsylvania,East,Chairs,"Global High-Back Leather Tilter, Burgundy",344.372,4,0.3,-93.4724
Second Class,Corporate,New York City,New York,East,Furnishings,Tensor Brushed Steel Torchiere Floor Lamp,50.97,3,0.0,9.1746
First Class,Home Office,Dallas,Texas,Central,Tables,Safco Drafting Table,298.116,6,0.3,-4.2588
Standard Class,Corporate,Portland,Oregon,West,Chairs,Bevis Steel Folding Chairs,230.28,3,0.2,23.028
First Class,Corporate,San Diego,California,West,Chairs,"Global Task Chair, Black",81.424,2,0.2,-9.1602
Standard Class,Consumer,El Paso,Texas,Central,Chairs,Harbour Creations Steel Folding Chair,362.25,6,0.3,0.0
Standard Class,Consumer,El Paso,Texas,Central,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,63.552,6,0.6,-34.9536
Standard Class,Corporate,Chico,California,West,Chairs,Global Deluxe High-Back Office Chair in Storm,435.168,4,0.2,-59.8356
Standard Class,Corporate,Chico,California,West,Furnishings,DAX Clear Channel Poster Frame,72.9,5,0.0,26.973
Standard Class,Corporate,Chico,California,West,Tables,KI Adjustable-Height Table,206.352,3,0.2,5.1588
First Class,Corporate,Denver,Colorado,West,Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",90.882,3,0.6,-153.3456
First Class,Corporate,Denver,Colorado,West,Chairs,"Global Manager's Adjustable Task Chair, Storm",120.784,1,0.2,13.5882
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",254.352,3,0.2,0.0
First Class,Consumer,Clifton,New Jersey,East,Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36""",254.9,5,0.0,76.47
Second Class,Consumer,Aurora,Colorado,West,Bookcases,Sauder Barrister Bookcases,145.764,6,0.6,-153.3456
First Class,Home Office,San Diego,California,West,Tables,Chromcraft Round Conference Tables,1317.492,8,0.2,20.9148
First Class,Corporate,Seattle,Washington,West,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",12.18,7,0.0,3.8976
First Class,Consumer,Lowell,Massachusetts,East,Furnishings,"Linden 10"" Round Wall Clock, Black",45.84,3,0.0,15.5856
First Class,Consumer,Lowell,Massachusetts,East,Furnishings,Ultra Door Push Plate,10.02,2,0.0,3.2406
Standard Class,Consumer,Oklahoma City,Oklahoma,Central,Chairs,Hon Olson Stacker Chairs,1317.492,5,0.0,190.4298
Same Day,Consumer,New York City,New York,East,Furnishings,Eldon 200 Class Desk Accessories,18.84,3,0.0,6.0288
First Class,Home Office,Lancaster,Ohio,East,Furnishings,Nu-Dell Executive Frame,60.672,6,0.2,12.8928
Standard Class,Corporate,Dallas,Texas,Central,Chairs,Hon Every-Day Series Multi-Task Chairs,657.93,5,0.3,-93.99
Second Class,Corporate,New York City,New York,East,Furnishings,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,210.68,2,0.0,50.5632
Standard Class,Consumer,Amarillo,Texas,Central,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",23.076,3,0.6,-10.9611
First Class,Consumer,Houston,Texas,Central,Furnishings,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",75.384,8,0.6,-20.7306
Second Class,Consumer,Los Angeles,California,West,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish",435.999,3,0.15,5.1294
Second Class,Corporate,Seattle,Washington,West,Chairs,"Padded Folding Chairs, Black, 4/Carton",388.704,6,0.2,38.8704
Standard Class,Home Office,Cambridge,Massachusetts,East,Furnishings,"Executive Impressions 16-1/2"" Circular Wall Clock",26.72,1,0.0,11.7568
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,21.184,1,0.2,4.7664
Standard Class,Consumer,Los Angeles,California,West,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,307.666,2,0.15,28.9568
Standard Class,Consumer,Los Angeles,California,West,Furnishings,Eldon Wave Desk Accessories,10.02,2,0.0,1.7472
Standard Class,Corporate,San Francisco,California,West,Furnishings,Acrylic Self-Standing Desk Frames,16.02,6,0.0,6.0876
Standard Class,Consumer,Huntsville,Texas,Central,Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",141.42,5,0.6,-153.3456
Standard Class,Consumer,Huntsville,Texas,Central,Chairs,Office Star - Contemporary Task Swivel Chair,310.744,4,0.3,-26.6352
Standard Class,Corporate,East Point,Georgia,South,Furnishings,"Eldon Stackable Tray, Side-Load, Legal, Smoke",27.42,3,0.0,9.3228
Standard Class,Home Office,Arlington,Virginia,South,Furnishings,Aluminum Document Frame,61.1,5,0.0,18.33
Second Class,Consumer,Seattle,Washington,West,Furnishings,Staple-based wall hangings,23.88,3,0.0,10.5072
First Class,Home Office,Houston,Texas,Central,Bookcases,"Sauder Mission Library with Doors, Fruitwood Finish",89.0664,1,0.32,-17.0274
Standard Class,Consumer,Philadelphia,Pennsylvania,East,Chairs,Global Deluxe Steno Chair,215.544,4,0.3,-58.5048
Standard Class,Consumer,Chicago,Illinois,Central,Chairs,Global Highback Leather Tilter in Burgundy,127.386,2,0.3,-25.4772
Second Class,Consumer,San Angelo,Texas,Central,Chairs,"Situations Contoured Folding Chairs, 4/Set",248.43,5,0.3,-17.745
Second Class,Consumer,San Angelo,Texas,Central,Chairs,"Global Push Button Manager's Chair, Indigo",85.246,2,0.3,-1.2178
Standard Class,Corporate,Los Angeles,California,West,Furnishings,Electrix Fluorescent Magnifier Lamps & Weighted Base,148.02,3,0.0,41.4456
Standard Class,Consumer,Chicago,Illinois,Central,Chairs,Hon Every-Day Series Multi-Task Chairs,526.344,4,0.3,-75.192
Standard Class,Consumer,San Francisco,California,West,Furnishings,Magnifier Swing Arm Lamp,41.96,2,0.0,10.9096
Standard Class,Consumer,San Francisco,California,West,Chairs,Hon Every-Day Series Multi-Task Chairs,451.152,3,0.2,0.0
Standard Class,Consumer,Modesto,California,West,Chairs,Global Low Back Tilter Chair,161.568,2,0.2,-28.2744
Standard Class,Consumer,Chicago,Illinois,Central,Furnishings,"Seth Thomas 16"" Steel Case Clock",64.96,5,0.6,-43.848
Standard Class,Corporate,Dallas,Texas,Central,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",72.78,3,0.6,-70.9605
Standard Class,Corporate,Lakeland,Florida,South,Tables,BPI Conference Tables,562.2925,7,0.45,-153.3456
Standard Class,Home Office,New York City,New York,East,Furnishings,"Eldon 200 Class Desk Accessories, Black",56.52,8,0.0,21.4776
Standard Class,Consumer,San Diego,California,West,Tables,Chromcraft Round Conference Tables,557.728,4,0.2,6.9716
First Class,Corporate,Rapid City,South Dakota,Central,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",141.96,2,0.0,39.7488
Standard Class,Consumer,Baltimore,Maryland,East,Tables,"Bush Andora Conference Table, Maple/Graphite Gray Finish",239.372,2,0.3,-23.9372
Standard Class,Consumer,Belleville,New Jersey,East,Chairs,Hon Comfortask Task/Swivel Chairs,227.96,2,0.0,36.4736
Standard Class,Consumer,San Diego,California,West,Furnishings,Contemporary Wood/Metal Frame,96.96,6,0.0,33.936
Standard Class,Consumer,San Diego,California,West,Bookcases,O'Sullivan Living Dimensions 3-Shelf Bookcases,512.499,3,0.15,-30.147
Standard Class,Corporate,San Francisco,California,West,Tables,Laminate Occasional Tables,863.128,7,0.2,-32.3673
Standard Class,Home Office,Seattle,Washington,West,Tables,Hon 5100 Series Wood Tables,1317.492,7,0.0,190.4298
Standard Class,Home Office,Seattle,Washington,West,Chairs,Hon 2090 ÒPillow SoftÓ Series Mid Back Swivel/Tilt Chairs,449.568,2,0.2,-73.0548
Standard Class,Consumer,Springfield,Oregon,West,Tables,Balt Split Level Computer Training Table,277.5,4,0.5,-153.3456
Standard Class,Consumer,Philadelphia,Pennsylvania,East,Tables,"Bevis Oval Conference Table, Walnut",1252.704,8,0.4,-153.3456
Standard Class,Corporate,Chicago,Illinois,Central,Furnishings,Flat Face Poster Frame,22.608,3,0.6,-10.1736
Standard Class,Corporate,Chicago,Illinois,Central,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,10.02,1,0.6,-0.9933
Second Class,Consumer,Chicago,Illinois,Central,Chairs,"Global Value Steno Chair, Gray",170.072,4,0.3,-12.148
Standard Class,Consumer,New York City,New York,East,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",187.76,4,0.0,76.9816
First Class,Consumer,Durham,North Carolina,South,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,335.744,2,0.2,25.1808
Same Day,Corporate,New York City,New York,East,Furnishings,Nu-Dell EZ-Mount Plastic Wall Frames,11.82,3,0.0,4.728
Same Day,Corporate,New York City,New York,East,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,577.764,2,0.1,115.5528
Standard Class,Consumer,Daytona Beach,Florida,South,Tables,Bretford CR4500 Series Slim Rectangular Table,191.5155,1,0.45,-76.6062
Standard Class,Consumer,Dallas,Texas,Central,Furnishings,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",44.46,5,0.6,-17.784
Standard Class,Consumer,Dallas,Texas,Central,Furnishings,DAX Natural Wood-Tone Poster Frame,31.776,3,0.6,-19.0656
Second Class,Home Office,Troy,New York,East,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",82.64,2,0.0,7.4376
Second Class,Consumer,Sandy Springs,Georgia,South,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,1266.86,7,0.0,190.4298
Standard Class,Consumer,Jacksonville,Florida,South,Tables,Bush Advantage Collection Racetrack Conference Table,933.262,4,0.45,-153.3456
Standard Class,Consumer,Jacksonville,Florida,South,Chairs,HON 5400 Series Task Chairs for Big and Tall,1317.492,5,0.2,0.0
Same Day,Consumer,Jacksonville,Florida,South,Furnishings,DAX Wood Document Frame.,43.936,4,0.2,6.0412
Standard Class,Consumer,San Francisco,California,West,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock",85.44,3,0.0,31.6128
Second Class,Consumer,Chicago,Illinois,Central,Furnishings,Eldon Wave Desk Accessories,10.02,2,0.6,-1.8848
Standard Class,Consumer,Aurora,Illinois,Central,Tables,Balt Split Level Computer Training Table,69.375,1,0.5,-47.175
Standard Class,Consumer,New York City,New York,East,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,1317.492,8,0.1,190.4298
Standard Class,Corporate,El Cajon,California,West,Chairs,Hon Every-Day Chair Series Swivel Task Chairs,387.136,4,0.2,4.8392
First Class,Corporate,Jacksonville,North Carolina,South,Chairs,Harbour Creations Steel Folding Chair,207.0,3,0.2,25.875
Second Class,Home Office,Saint Charles,Illinois,Central,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",51.756,3,0.6,-33.6414
Standard Class,Corporate,Charlotte,North Carolina,South,Furnishings,Stackable Trays,10.02,2,0.2,0.7392
Standard Class,Corporate,Los Angeles,California,West,Chairs,"Global Airflow Leather Mesh Back Chair, Black",362.352,3,0.2,45.294
Standard Class,Consumer,Bakersfield,California,West,Tables,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",486.368,4,0.2,36.4776
Standard Class,Consumer,Houston,Texas,Central,Tables,Bevis Round Conference Room Tables and Bases,376.509,3,0.3,-43.0296
Standard Class,Consumer,Columbus,Georgia,South,Furnishings,Artistic Insta-Plaque,62.72,4,0.0,24.4608
Standard Class,Home Office,League City,Texas,Central,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,512.358,3,0.3,-14.6388
First Class,Consumer,Andover,Massachusetts,East,Chairs,"Situations Contoured Folding Chairs, 4/Set",354.9,5,0.0,88.725
Standard Class,Corporate,Hesperia,California,West,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",436.704,6,0.2,-38.2116
Standard Class,Consumer,Knoxville,Tennessee,South,Furnishings,DAX Wood Document Frame,32.952,3,0.2,6.5904
Standard Class,Consumer,Knoxville,Tennessee,South,Chairs,Global Highback Leather Tilter in Burgundy,218.376,3,0.2,-10.9188
Standard Class,Corporate,Lawrence,Massachusetts,East,Furnishings,"Eldon 200 Class Desk Accessories, Burgundy",31.4,5,0.0,13.188
Standard Class,Corporate,Lawrence,Massachusetts,East,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",10.02,1,0.0,3.792
Standard Class,Corporate,Lawrence,Massachusetts,East,Furnishings,"Eldon Imge Series Desk Accessories, Clear",24.3,5,0.0,10.449
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Furnishings,"Career Cubicle Clock, 8 1/4"", Black",32.448,2,0.2,7.3008
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Tables,Bevis 36 x 72 Conference Tables,373.47,5,0.4,-112.041
Standard Class,Consumer,Athens,Georgia,South,Furnishings,Deflect-o Glass Clear Studded Chair Mats,186.54,3,0.0,41.0388
Second Class,Consumer,El Paso,Texas,Central,Tables,"Bevis Oval Conference Table, Walnut",913.43,5,0.3,-153.3456
Standard Class,Consumer,Los Angeles,California,West,Tables,Bretford Rectangular Conference Table Tops,902.712,3,0.2,33.8517
Standard Class,Home Office,Fresno,California,West,Bookcases,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",120.666,2,0.15,21.294
Standard Class,Home Office,Seattle,Washington,West,Furnishings,Howard Miller Distant Time Traveler Alarm Clock,82.26,3,0.0,33.7266
Standard Class,Corporate,Houston,Texas,Central,Chairs,Harbour Creations Steel Folding Chair,241.5,4,0.3,0.0
Standard Class,Home Office,Danbury,Connecticut,East,Furnishings,DAX Wood Document Frame,27.46,2,0.0,9.8856
Second Class,Consumer,Franklin,Massachusetts,East,Furnishings,"Executive Impressions 14""",111.15,5,0.0,48.906
Second Class,Consumer,Franklin,Massachusetts,East,Tables,Chromcraft Round Conference Tables,366.009,3,0.3,-47.0583
Second Class,Home Office,Springfield,Ohio,East,Chairs,Office Star Flex Back Scooter Chair with White Frame,155.372,2,0.3,-35.5136
Second Class,Consumer,New York City,New York,East,Chairs,"Global Armless Task Chair, Royal Blue",164.646,3,0.1,12.8058
Standard Class,Corporate,Newark,Delaware,East,Furnishings,36X48 HARDFLOOR CHAIRMAT,83.92,4,0.0,5.8744
Standard Class,Corporate,Newark,Delaware,East,Furnishings,Tensor Track Tree Floor Lamp,39.98,2,0.0,9.1954
Same Day,Corporate,Burlington,North Carolina,South,Tables,Hon Racetrack Conference Tables,630.024,4,0.4,-153.3456
Standard Class,Consumer,Dallas,Texas,Central,Tables,"Bevis Traditional Conference Table Top, Plinth Base",933.408,4,0.3,-153.3456
First Class,Home Office,Seattle,Washington,West,Tables,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",286.85,1,0.0,63.107
Standard Class,Consumer,Lakewood,New Jersey,East,Furnishings,DAX Two-Tone Silver Metal Document Frame,40.48,2,0.0,17.4064
Standard Class,Consumer,Lakewood,New Jersey,East,Bookcases,"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",1317.492,5,0.0,129.294
Second Class,Consumer,Reading,Pennsylvania,East,Furnishings,"Eldon ""L"" Workstation Diamond Chairmat",303.92,5,0.2,-30.392
Standard Class,Corporate,Baltimore,Maryland,East,Furnishings,Howard Miller Distant Time Traveler Alarm Clock,274.2,8,0.0,112.422
Second Class,Corporate,Corpus Christi,Texas,Central,Furnishings,Stacking Trays by OIC,10.02,5,0.6,-6.723
First Class,Corporate,Cranston,Rhode Island,East,Tables,KI Adjustable-Height Table,240.744,4,0.3,-13.7568
First Class,Corporate,Cranston,Rhode Island,East,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",35.0,4,0.0,14.7
First Class,Corporate,Cranston,Rhode Island,East,Furnishings,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,210.68,2,0.0,50.5632
First Class,Corporate,Cranston,Rhode Island,East,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",637.896,3,0.3,-127.5792
Standard Class,Corporate,Houston,Texas,Central,Chairs,"Global High-Back Leather Tilter, Burgundy",344.372,4,0.3,-93.4724
Standard Class,Corporate,Houston,Texas,Central,Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock",127.88,5,0.6,-67.137
Second Class,Corporate,Chicago,Illinois,Central,Chairs,"Global Task Chair, Black",106.869,3,0.3,-29.0073
Standard Class,Corporate,Noblesville,Indiana,Central,Tables,Balt Solid Wood Round Tables,1317.492,6,0.0,190.4298
Standard Class,Home Office,Clarksville,Tennessee,South,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,387.136,4,0.2,-14.5176
Standard Class,Home Office,Clarksville,Tennessee,South,Furnishings,Tenex Chairmats For Use with Hard Floors,77.952,3,0.2,-11.6928
Same Day,Consumer,Seattle,Washington,West,Furnishings,12-1/2 Diameter Round Wall Clock,199.8,8,0.0,71.928
Second Class,Consumer,Arlington,Virginia,South,Furnishings,Acrylic Self-Standing Desk Frames,18.69,7,0.0,7.1022
Second Class,Corporate,Los Angeles,California,West,Chairs,Global Deluxe Steno Chair,184.752,3,0.2,-20.7846
Standard Class,Consumer,Amarillo,Texas,Central,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",366.744,4,0.3,-110.0232
Standard Class,Corporate,Houston,Texas,Central,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",73.784,2,0.6,-77.4732
Second Class,Consumer,Frisco,Texas,Central,Furnishings,Nu-Dell Executive Frame,30.336,6,0.6,-17.4432
Standard Class,Consumer,Paterson,New Jersey,East,Furnishings,"Tensor ""Hersey Kiss"" Styled Floor Lamp",12.99,1,0.0,1.5588
Standard Class,Consumer,Paterson,New Jersey,East,Chairs,"Global Value Steno Chair, Gray",182.22,3,0.0,45.555
Standard Class,Consumer,Paterson,New Jersey,East,Chairs,Global Low Back Tilter Chair,302.94,3,0.0,18.1764
Standard Class,Home Office,Columbus,Ohio,East,Furnishings,Ultra Door Push Plate,54.992,8,0.2,8.9362
Same Day,Consumer,Columbus,Ohio,East,Furnishings,Nu-Dell Oak Frame,51.264,6,0.2,7.6896
Standard Class,Home Office,Los Angeles,California,West,Chairs,"Global Leather & Oak Executive Chair, Burgundy",241.424,2,0.2,-36.2136
Standard Class,Consumer,Detroit,Michigan,Central,Chairs,High-Back Leather Manager's Chair,389.97,3,0.0,35.0973
First Class,Corporate,Philadelphia,Pennsylvania,East,Chairs,Harbour Creations Steel Folding Chair,422.625,7,0.3,0.0
Standard Class,Corporate,Columbus,Georgia,South,Furnishings,DAX Two-Tone Silver Metal Document Frame,20.24,1,0.0,8.7032
